,Area Name,Employment(1),Employment percent relative standard error(3),Hourly mean wage,Annual mean wage(2),Wage percent relative standard error(3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage(2),Annual 25th percentile wage(2),Annual median wage(2),Annual 75th percentile wage(2),Annual 90th percentile wage(2),"Employment per 1,000 jobs",Location Quotient,city,state_id,RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,city_ascii,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
156,"Ithaca, NY(0027060)",340,4.2,53.64,111570,1.8,30.7,40.04,52.85,65.16,79.62,63860,83280,109930,135540,165600,7.196,0.69,Ithaca,NY,394709.0,376.0,"Ithaca, NY",msa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.478989564973,1406.0164902860347,1390.193339040737,1388.8414399916123,1371.9160964678424,1386.3696493319394,1401.1759089046827,1441.7431077728077,1482.300189499358,1504.857011110601,1488.097779680307,1459.9166030389467,1457.692091630285,1466.002946716685,1463.707811528564,1433.3176225104703,1414.4499478112652,1444.153332217109,1480.9074893940976,1531.6881902528412,1554.4344042355858,1572.450255347698,1566.3289036328974,1518.631332172746,1488.164293722727,1474.902297579291,1489.743875766385,1508.3060917851108,1521.3188566152792,1522.9898554383333,1556.8571687422073,1603.0768321049632,1598.6217311812793,1584.553215617393,1581.2612103560214,1652.1012820611527,1681.49214394508,1703.03205121421,1749.1534566625096,1803.5002077861736,1825.0459874443447,1804.729772973508,1781.141711866897,1754.991777570616,1731.5108685024577,1725.8345622053755,1803.6327091780856,1840.075452497079,1889.4474289647687,1858.385590809296,1893.858482213836,1879.992552284971,1900.1330800810176,1899.0380169279813,1922.7443650405344,1947.5139420224289,1965.3737373737372,Ithaca,New York,36109,Tompkins,42.4442,-76.5032,31819,2200.7,shape,False,True,America/New_York,2,14853 14850 14851,1840000442
157,"Jackson, MI(0027100)",320,7.5,46.58,96890,1.7,28.53,38.11,48.06,50.93,63.53,59340,79280,99960,105930,132150,5.7,0.55,Jackson,MI,394710.0,272.0,"Jackson, MI",msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.3596549988642,951.6985258771384,949.1700836431148,938.7857349627642,961.8129833511005,977.1099276126034,1013.927367035246,1017.5071800022124,1021.820995753836,1023.4612537415096,1044.2993655646917,1051.0772371813646,1043.7031674533966,1035.4950251683288,1058.2417630547127,1067.6403957372577,1060.5014143704952,1059.482142857143,Jackson,Michigan,26075,Jackson,42.2431,-84.4038,87230,1148.8,shape,False,True,America/Detroit,3,49201 49202 49203,1840003173
158,"Jackson, MS(0027140)",670,9.7,44.61,92800,3.6,26.45,31.8,38.98,57.31,65.48,55020,66130,81070,119200,136200,2.712,0.26,Jackson,MS,394711.0,98.0,"Jackson, MS",msa,MS,,,,,,,,,,,,,,,,,1043.0574149408972,1057.185943072282,1064.769970213693,1069.8335683793198,1066.5453236785638,1063.62849486936,1065.4152300417816,1069.904291869174,1073.6755221625715,1068.4750939142757,1062.0848196364425,1062.911484909153,1072.6482025190714,1078.7162916319212,1078.9461147851948,1074.3831039512977,1073.1528554372808,1076.7085302879148,1079.9928223109737,1079.982095826921,1082.9596307232723,1091.8526871686745,1094.5043712513714,1089.5041842762926,1083.432796485172,1084.158417082961,1089.8748557111303,1090.5879587507234,1092.067190583153,1092.1905855321145,1098.4080155346123,1103.5036388744643,1107.408855769654,1108.012413331096,1103.4060332226134,1099.3400005989731,1094.8810140185583,1101.8124023139503,1105.547789138103,1110.3242757933108,1110.186759841455,1122.9981539172927,1133.1604525825262,1139.4466334591698,1136.9395577525866,1133.411718584948,1143.2776001687153,1143.6203815823126,1147.953828635358,1138.012149923903,1138.0924225391518,1152.2434393451017,1161.642091523327,1166.3294489708717,1163.3112081981678,1167.8059954104376,1166.7602137383474,1166.7648716308531,1167.587158890688,1178.825791835804,1199.3933117578297,1226.0504725846165,1249.866732524533,1250.2035560057798,1247.7949302524164,1246.827212113106,1260.777933442863,1262.811921300787,1261.8846660074955,1259.4817761783827,1271.2458213072723,1287.283208029791,1300.1515395037525,1316.7435112860635,1341.9396974511112,1354.1917350434371,1351.0212372443266,1339.0380005142338,1344.9806230262866,1345.0201102336027,1347.5257303104922,1337.2617060214875,1350.655349678037,1359.64148838125,1374.4153950484206,1379.3037764985174,1383.4676688090271,1378.826001351989,1381.5179226355283,Jackson,Mississippi,28049,Hinds,32.3157,-90.2125,326977,566.0,shape,False,True,America/Chicago,2,39272 39206 39204 39203 39202 39201 39209 39269 39174 39210 39211 39212 39213 39216 39217 39060 39205 39207 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,1840014895
159,"Jackson, TN(0027180)",90,7.4,50.43,104900,5.3,26.49,36.05,46.48,62.96,71.43,55100,74990,96680,130950,148570,1.378,0.13,Jackson,TN,394712.0,246.0,"Jackson, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.4394206028626,1120.6060248881993,1155.6053004007456,1205.0634628708042,1190.3597280791114,,1188.8416241725513,1203.7898826198086,1219.2767211125913,1225.1149308121812,1244.240312077432,1246.5343095107546,1244.6699563061622,1232.299220124023,1241.7525911212415,1278.5195372375874,1296.9162628010888,1319.568591646805,1311.40896350938,1331.6639810889908,1355.41553775305,1339.510508505202,1368.6772486772486,Jackson,Tennessee,47113,Madison,35.6538,-88.8354,71983,442.9,shape,False,True,America/Chicago,3,38305 38301 38303 38314,1840014528
160,"Jacksonville, FL(0027260)",5300,2.3,52.84,109910,1.7,32.71,39.45,51.42,63.18,77.71,68040,82060,106950,131420,161650,7.343,0.71,Jacksonville,FL,394714.0,40.0,"Jacksonville, FL",msa,FL,1044.8169987691847,1046.6195311592376,1052.6311434842607,1055.925368347979,1063.82603124083,1068.4435489465404,1072.8786643090525,1077.1489265025566,1077.3852023263337,1080.4861514606184,1079.229610672215,1082.0362404395414,1083.5583374028315,1087.1761282161451,1092.753539459369,1098.9958766897198,1108.8577404567125,1114.2994209061674,1114.6192643253466,1115.1186413001508,1114.9645311753102,1115.2421431787552,1112.6960484802446,1108.7238873100891,1112.99842341473,1118.8011078306356,1132.0640851595897,1140.2858275380174,1148.6120743278077,1154.8942672432058,1161.0060872247225,1163.8791319177296,1163.412903577092,1161.8848437411457,1163.1597399653172,1168.60427778156,1176.544533806628,1182.4398539131112,1190.1589080394206,1196.5002427028433,1206.0429836064498,1212.625027260142,1219.4197846929344,1222.3688443566211,1223.287328331132,1224.1053845943654,1227.5461109898663,1229.7959722401283,1232.7006317839764,1235.8845625806623,1243.4568820418474,1252.0754875480436,1258.93902520213,1264.127162620047,1267.2962350742962,1272.5056650605698,1275.4551649245627,1276.70124352958,1274.660220038058,1277.3272947765695,1280.716700639883,1286.6640003074087,1293.435388549695,1294.629324935892,1296.2933518158652,1295.8736876143937,1306.21494244058,1319.9909381827897,1330.8349110970528,1339.9929443641824,1346.0055132294171,1353.8888556296226,1361.5818562148952,1369.243401684238,1386.459866458547,1411.1682198006092,1446.154308340055,1486.20305359402,1527.5216568058652,1569.3512036147854,1598.761535962829,1622.2180314449838,1634.337885194736,1647.966896588349,1656.3768559052362,1668.6850903448344,1677.0143889523683,1694.7349613176818,1712.06320961257,1734.7988138252313,1748.856462317515,1757.9418971386406,1756.4021782984953,1761.6004945428465,1759.7901839176095,1765.088860687306,1757.677775740109,1753.2767993831897,1752.3821063290306,1760.3205253706362,1773.717886528007,1778.415161406377,1782.576956661134,1781.1940068096517,1779.8245215733734,Jacksonville,Florida,12031,Duval,30.3322,-81.6749,1220191,466.3,shape,False,True,America/New_York,1,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32214 32217 32216 32211 32210 32212 32246 32244 32233 32234 32205 32250 32254 32257 32256 32208 32209 32206 32207 32204 32202 32203 32258 32277 32099 32201 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255,1840015031
161,"Jacksonville, NC(0027340)",210,9.6,51.55,107230,2,31.49,37.22,49.33,59.37,73.16,65490,77430,102600,123500,152170,4.301,0.41,Jacksonville,NC,394716.0,227.0,"Jacksonville, NC",msa,NC,798.6596520539608,800.3970642860509,802.0115639111353,804.2819380115876,803.9243312496991,803.3718310649043,801.6633474532653,802.2830068168306,800.7518061879958,799.0817624935403,798.5293333801521,797.9563451936348,797.8628523952876,797.5700180584483,798.5684129730707,802.5197890311845,802.2899032271952,801.6970197214587,796.4817750866921,791.1582233169729,786.2632493871108,784.9614341262958,784.6117284579017,784.0266308260556,787.474304347221,793.5760887532798,803.3624020807224,807.5719517221147,811.1152731995554,811.5904228408291,812.6327138680496,811.8537669741976,812.5612185733344,813.2767333956484,814.435954787978,814.6704614092857,814.3239344294316,816.2312836884075,821.0398653584691,825.5154814686712,830.3703748967903,833.7362535687661,836.9234275136758,840.1019704528087,841.3860190947903,849.869304707895,859.4330627045616,874.1291082175618,882.1278716391807,887.4459670588875,895.3200662661178,907.2284246947064,919.7915657841468,925.2821529119724,926.4688758274804,925.1717543180056,923.7738471237536,919.4659734723164,914.7718228892496,908.844518731528,910.2842921581477,915.8056152610214,920.330190386456,923.7025600691136,930.4802118560432,941.8845651224996,950.5637445119828,955.6659721548964,958.2636516413328,962.7746319049104,972.4121998337736,977.45429337031,982.9753911147452,973.234501719512,989.7846740111682,1008.074089627336,1030.7075810409842,1043.0993731837084,1060.9966788712711,1084.0475727994149,1098.6432913301958,1102.1961197996964,1105.3590502966508,1123.7154543024465,1146.856592199057,1178.2978141595709,1184.340458185146,1207.9121251447634,1218.723830584648,1245.821532447956,1275.1875069344944,1295.6908102515076,1300.859280876752,1269.259208209445,1257.91597719608,1255.493963486511,1264.0490514928722,1268.815216490202,1276.7874845446452,1287.1394216101091,1298.8805558850008,1307.631594688076,1310.7590650485888,1314.421223895528,1317.3956140350876,Jacksonville,North Carolina,37133,Onslow,34.7289,-77.3941,108549,587.7,shape,False,True,America/New_York,2,28546 28547 28544 28542 28540 28543 28541 28545,1840014653
162,"Janesville-Beloit, WI(0027500)",210,5.6,42.73,88870,2.3,24.93,31.38,40.13,50,62.45,51850,65260,83470,104000,129890,3.257,0.31,Janesville,WI,394720.0,268.0,"Janesville, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.7613249647296,964.1419642504028,962.753746212872,979.8111715970638,989.6948442161206,998.3145573635708,992.649847568132,1003.4336517288788,983.8947011295616,993.2847013591128,990.3838459849908,1004.9611661086892,989.6833708276696,1005.5502842002948,1033.0632101544884,1047.3364657201555,1066.0420068821632,1059.6421005030888,1078.4984804163696,1077.936507936508,Janesville,Wisconsin,55105,Rock,42.6854,-89.0135,71907,728.1,shape,False,True,America/Chicago,3,53545 53546 53548 53547,1840002467
164,"Johnson City, TN(0027740)",310,8.8,47.92,99670,4.5,23.63,30.67,46.17,61.62,66.69,49150,63790,96030,128170,138720,3.84,0.37,Johnson City,TN,394726.0,224.0,"Johnson City, TN",msa,TN,,,,,759.7011882137888,769.7004299583213,772.0222749300193,765.5355008995895,774.7160785270498,780.1255255099999,762.0091771070591,756.8037102847586,763.2003732698008,777.479213497847,786.8918564563413,,781.444339038229,773.2700616449663,787.7933516201329,784.4585945085126,777.8350919351668,770.0297915771032,757.9944741667176,767.8574746291681,769.6082137801546,787.7420263404065,797.4283305073516,804.227759268676,808.787255212638,808.8834521609373,806.5909443530365,803.1577900017354,797.921408287304,801.0778087055115,795.9601719565129,795.8971423824776,793.5944334039779,800.8959447122559,809.4035564553609,814.4740274229644,815.8388705853419,810.7651990880821,808.0237002660709,812.2995011847794,821.9173609799577,825.4545599137333,814.0728004967016,814.663075151451,817.29996013901,822.5566139739371,821.4019009368777,823.741228787172,834.7064030452041,839.1003795047349,840.6011374421404,845.8984672062451,840.5495347515877,848.1332746734596,853.960795810832,865.6682698216406,873.1722738400731,873.8247998647239,868.3956725462563,858.6030122782036,852.8544594987038,856.463866867055,869.1640889688799,881.5408016158148,895.5698727661104,905.2856805988556,894.3128545629394,903.3195267058704,909.4764224017443,923.8668143018432,921.3561775144012,925.3745907659668,939.5948575230352,968.9636723630096,983.64272114124,1020.991713868242,1015.2163456799194,1047.6940596832096,1047.073322717093,1089.7671149915352,1089.2437918412622,1092.2856247943278,1073.2147270836083,1100.3927266594433,1119.4575438540742,1161.1228833151977,1144.820136712267,1174.1882916389284,1189.4932643735724,1226.6972738818097,1226.3419122531934,1209.413827912735,1206.2929169227043,1201.1306567392126,1209.049178163169,1202.347414898004,1182.0175833854644,1199.3962691804131,1233.3476652573092,1280.1622362916069,1285.047619047619,Johnson City,Tennessee,47179,Washington,36.3406,-82.3806,131902,594.9,shape,False,True,America/New_York,2,37614 37615 37601 37604 37602 37605 37684,1840014462
165,"Johnstown, PA(0027780)",100,7.8,43.49,90450,3.8,26.92,33.46,43.16,49.44,60.48,55990,69600,89780,102840,125800,1.992,0.19,Johnstown,PA,394727.0,322.0,"Johnstown, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.8247551624114,602.9385801460473,593.5839126938208,591.6428062004497,593.1012317587047,589.344517405461,593.8963325166985,582.1152495540167,590.2405663540156,589.8796451045176,604.5220927555904,613.6419608480662,625.9715493009613,630.8875899585103,623.9953706596355,627.3053314729374,628.6313919443085,635.0844675426815,619.6860984939382,616.2978512307144,627.8679740987465,642.2466269330172,649.9150916593553,640.2543546961416,645.1711818212339,635.7428141748818,640.6801959983912,636.0210704574883,655.4038648384104,663.2201369648985,671.0690391717177,672.797370716792,665.6764100319357,666.9174317720451,673.5184285552211,678.4622457036951,683.7096112261495,680.0902124217004,688.3961500751028,695.7760084636112,707.6942876933789,710.6965256118706,705.5942077573393,702.7991446458668,709.1462489714393,722.2138562029764,717.3238763929835,719.0770433773527,716.5971487757955,735.3045935759782,738.2336977427751,752.169609613448,751.1042317922128,756.5136567069313,759.3727304260245,758.1251483947135,780.4830657223972,791.2185185211597,805.1348451738614,781.4637857531342,781.4744937206833,784.9695794891031,797.2219624861192,788.6439855001348,791.8834984313552,796.1309523809524,Johnstown,Pennsylvania,42021,Cambria,40.326,-78.9194,18647,1261.8,shape,False,True,America/New_York,3,15906 15905 15902 15901 15907,1840001116
166,"Jonesboro, AR(0027860)",160,10.6,41.65,86630,4.6,27.38,30.47,37.14,46.51,60.73,56960,63380,77260,96750,126320,2.826,0.27,Jonesboro,AR,394728.0,323.0,"Jonesboro, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,906.6689783518046,887.3414304652971,888.8717263376043,893.1709226398897,902.6723990689596,901.2551970979011,904.2767538024708,903.8585764578502,903.4541171476468,907.4821167164428,895.2727165486883,897.3698741389031,886.8678958597445,897.1613168307175,893.0099860503885,899.5203406108559,900.1480690269955,907.5205741394682,907.0867644437736,911.7982757858904,914.7993631991455,920.6268269140334,918.3350335191964,922.5044941298204,924.9548501745412,931.1963273019072,923.472423411642,922.2107684751536,921.5953690875756,933.5570630284216,936.374542351108,945.9407157867108,942.7582153847806,947.14784439431,938.1422464815764,941.3315754721938,946.48820410508,955.5117637360212,962.5618293627488,959.5544507180322,965.0208323408484,968.8142080422288,975.519647543506,974.4427431153832,971.5236507774288,976.4239150927912,974.1092082284968,970.995803377568,955.0703864568436,968.8932866931876,989.2685977614424,1015.3168552698448,1021.496855208414,1031.6907250055417,1045.159924952034,1063.7827282846906,1075.2281441381028,1079.30132030381,1068.9532167541593,1065.161939029528,1062.1721222982733,,1053.8955981704887,1066.4442037109568,1085.7817589598276,1098.207050227932,1107.606095414175,1100.9076667248105,1100.41386783989,1093.2992072727436,1106.7998054912782,1113.7807496733458,1135.6386067909662,1150.9438527684956,1164.267997154289,1166.271448793932,1155.2883736606586,1159.219902740516,1164.9049063874013,1169.2096595194012,1160.4891917293232,Jonesboro,Arkansas,5031,Craighead,35.8212,-90.6791,77520,372.7,shape,False,True,America/Chicago,3,72467 72404 72405 72401 72402 72403,1840014507
167,"Joplin, MO(0027900)",120,15.4,47.45,98690,2.8,28.29,37.39,48.26,58.57,67.32,58840,77770,100390,121830,140020,1.579,0.15,Joplin,MO,394729.0,243.0,"Joplin, MO",msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.5876057868436,948.9018424624576,977.8485400471376,998.6543399693912,1017.220504263284,1008.1964754601302,1005.5669952315228,1001.3572165544156,995.8646912935416,1005.9774108352811,995.8650853435896,1009.8748224372466,1029.385923672498,1057.8214157264024,1063.2898199127785,1060.936749206607,1068.373633207597,1067.6927050869283,1076.5051461099729,1082.6732105292983,1099.719576719577,Joplin,Missouri,29097,Jasper,37.0757,-94.5018,81025,512.8,shape,False,True,America/Chicago,3,64804 64801 64802 64803,1840008771
168,"Kahului-Wailuku-Lahaina, HI(0027980)",150,22.6,59.24,123220,4.1,32.94,47.22,56.13,79.16,81.72,68520,98210,116760,164660,169980,2.102,0.2,Kahului,HI,394731.0,267.0,"Kahului, HI",msa,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468.3998113273665,2487.948317256591,2586.4899033272545,2712.976038228708,2709.95390683284,2620.232575377815,2578.2181514169065,2705.4842990277243,2778.4331529483925,2853.8368832816523,2864.512943641189,2948.984809429491,2972.9900886050923,2926.628518111408,2942.3950451299497,2919.23187572894,2936.943020686814,2917.463886516964,2968.432513697246,3048.9997817436706,3059.2846564942693,3017.30211772019,3062.4170854210734,3071.122560288366,3148.685492393431,3066.020231119026,3052.375825829499,3060.244289900006,3155.2809734713364,3178.2863247863247,Kahului,Hawaii,15009,Maui,20.8715,-156.4603,27938,805.0,shape,False,False,Pacific/Honolulu,3,96732 96733,1840023232
169,"Kalamazoo-Portage, MI(0028020)",500,6.2,47.06,97880,1.9,28.52,36.06,46.71,55.71,62.42,59330,75010,97160,115880,129830,3.624,0.35,Kalamazoo,MI,394732.0,190.0,"Kalamazoo, MI",msa,MI,805.112644907959,805.4948930515719,802.2172752819823,802.6976280386424,795.825714739635,792.6162755223514,808.5082920055237,823.4989118362081,835.0530059941108,830.4661807870524,832.1431226274071,822.8194259928497,823.9196958119645,826.5603883021014,829.7216405525228,836.1408035043813,836.1734375428674,850.1033319717378,865.3982602942752,877.603729224993,893.4467610325514,876.97037372198,871.519980043608,858.6067413291821,865.3232594477939,870.5957389507606,875.9756222016077,881.7135136179102,882.3763865712433,885.0518170361426,893.9362463833035,895.0436440607572,900.5923396045047,892.0276591343714,902.5517652696296,898.9239848202934,907.0322410181552,906.245126478472,910.20411365925,923.6201419370226,929.1403151090768,938.2412068586348,939.7156014839746,942.845437640903,948.9282902411436,954.4449307737226,961.9092694342268,970.0814063705192,971.8404676751574,976.9471505663694,969.7338981241904,969.3474701134628,962.7593887965296,971.200602918601,979.4918599420724,991.218910835508,996.464211320668,997.3488912920592,1003.0791828894712,1010.0904829329246,1011.1570131594206,1012.0358458235814,1003.6644300065768,1003.7198420799511,998.0362341105284,1008.0519290163608,1012.9729428287848,1018.5814386961728,1021.2626089881236,1031.4129993791196,1044.1312664779412,1055.847657196474,1052.0747299158213,1051.603826846645,1056.4244453091967,1067.0889408803268,1079.749935446575,1088.6104889313424,1114.45900949641,1142.6356148233976,1155.4325398509548,1151.0315453104074,1145.659572775832,1147.4982352689203,1162.0125341775483,1166.9219039485506,1181.8968153404817,1188.1212957505538,1205.3482213110883,1225.0323878474624,1241.772085981093,1248.1172358707274,1255.7207183992296,1252.5384571209988,1251.2431932203494,1229.1273930899715,1218.847251480967,1220.5091032362802,1237.1650465933312,1258.698585863758,1263.0131325448758,1267.4253403989978,1272.2675847232813,1278.2600952700864,1269.0034788108792,Kalamazoo,Michigan,26077,Kalamazoo,42.2749,-85.5882,212033,1190.0,shape,False,True,America/Detroit,2,49001 49006 49007 49008 49074 49005 49019,1840003185
170,"Kankakee, IL(0028100)",90,20.5,56.27,117030,4.1,32.51,45.92,60.25,65.26,75.63,67610,95520,125320,135750,157300,2.202,0.21,Kankakee,IL,394734.0,370.0,"Kankakee, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.613350033686,1005.0782359674964,1024.3928985343623,1025.5613526459483,1052.573098560962,1043.7336193639276,1054.976406464077,1036.7573708483103,1018.184072120872,1041.200613227432,1061.3284026855176,1096.4113186084255,1113.2595663827058,1125.387789759706,1122.3257626552129,1118.761830811272,1134.528188898113,1160.6764269545315,1152.9239059822214,1162.2576054131405,1156.2389596975574,1180.7463887403246,1180.3054029430843,1220.307140621077,1212.2307576550188,1246.680746567027,1208.714232960668,1228.434727342293,1215.3814386044517,1260.2094768982652,1272.0079365079366,Kankakee,Illinois,17091,Kankakee,41.102,-87.8643,82095,662.0,shape,False,True,America/Chicago,3,60901,1840008260
171,"Kansas City, MO-KS(0028140)",12690,4.6,52.31,108810,1.8,28.98,38.41,49.85,63.56,76.41,60280,79900,103680,132210,158940,12.049,1.16,Kansas City,MO,394735.0,31.0,"Kansas City, MO",msa,MO,888.8557938424763,892.7838018675578,901.8742825470586,906.5332076431256,911.5941095618126,915.001439681958,919.5829386892318,922.404418397645,922.7414980570968,920.0675262674916,920.1242492993672,919.7459459529438,925.4530698406736,928.860687253978,934.6863848027764,939.9401250205788,942.807083949962,949.5401147335612,952.817567929886,959.3547075467238,962.3311644124605,963.9771659946769,962.1076341611996,959.205082122741,959.1894575641944,966.1878143008456,972.0167680190226,980.2271008799336,985.8234575076548,990.5538758195676,993.8920718397484,996.2226437786154,997.7899869201548,997.871498903638,998.4604350391252,1001.2353935662476,1002.0401478375306,1005.3275634561212,1010.3799237031038,1017.7997879480906,1023.1923753525584,1028.9266364803527,1031.26825953379,1033.4809958983196,1034.5309313200416,1034.1244270957252,1033.6520472830875,1033.083854309502,1036.9343595362182,1043.2707136192048,1048.935553247546,1057.1891668909418,1064.4326261147223,1071.4555121151216,1077.3778493670366,1077.214078551815,1074.77822778337,1069.824894842258,1068.233708192124,1073.158923833308,1077.9309799478765,1085.6273253877737,1092.991241319923,1101.090452801821,1107.1917143022188,1114.1280276964335,1121.079159730618,1127.1918514138724,1133.9381995981068,1135.4160532986994,1136.742809848811,1129.9033549197377,1132.7188362716429,1139.785033892079,1151.342702381863,1167.120559524123,1183.8701205306666,1203.2828274072483,1217.5898307312386,1223.6587610839229,1228.4615527038177,1230.4443659166368,1237.195096405397,1243.653656286007,1252.756654367926,1262.144214585928,1272.8819595369046,1287.121016420784,1305.2531526881914,1323.3581557587147,1340.0232927939005,1350.621963989751,1357.9667372599808,1357.4854048840389,1358.6164728305694,1360.7174542769912,1362.7837172718168,1365.3649004750805,1369.5035189898094,1381.158377629096,1393.7980605651987,1405.0439023808035,1415.006588464439,1422.2262610907303,1424.152720911127,Kansas City,Missouri,29095,Jackson,39.1238,-94.5541,1644497,602.6,shape,False,True,America/Chicago,1,64163 64165 64167 64161 64053 64119 64151 64153 64155 64154 64157 64156 64158 64108 64109 64105 64101 64128 64129 64124 64125 64126 64127 64120 64123 64164 64166 64118 64114 64117 64116 64111 64110 64113 64112 64132 64146 64145 64149 64147 64106 64102 64139 64138 64133 64131 64130 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999,1840008535
172,"Kennewick-Richland, WA(0028420)",610,4.3,59.77,124310,1.4,35.63,47.78,61.25,74.39,78.7,74110,99370,127390,154740,163700,5.022,0.48,Kennewick,WA,394741.0,168.0,"Kennewick, WA",msa,WA,1032.9210096563463,1031.8559779853836,1043.841463164109,1053.464313732716,1054.595979617179,1064.951061257768,1075.9592883000475,1093.7089254964535,1092.241483389599,1097.193083445165,1089.3716223382958,1093.2201570492932,1077.7612870965395,1086.2175377766466,1082.6212195356738,1103.919809095568,1107.2839432163053,1127.1371443871426,1132.163749079088,1146.3084113631471,1145.8815073338803,1144.130826661874,1136.8536929001623,1131.6198238138995,1138.640052592717,1145.8510195244908,1169.4382474459478,1174.542073912883,1180.0271338837117,1181.393831553155,1179.0083525228697,1186.2350743445234,1183.811542646083,1187.687660420525,1186.716777190371,1177.9650505839309,1178.0244185230213,1178.969906061112,1192.5484839820722,1202.2523859012765,1218.0766160598664,1231.277802216559,1243.6400319218628,1247.6449445377302,1248.3976652797842,1243.4393332296374,1236.0473756632696,1229.764241906395,1227.8650403038475,1241.8211031168678,1253.617390493974,1264.628321570242,1270.2038201316805,1280.023944737797,1289.4559008954952,1295.2402917230725,1301.22368173397,1303.9253089071417,1301.2989391039482,1298.1339770567988,1297.631037890085,1305.8211108508567,1307.1099954461497,1305.3450967208846,1301.4467017157249,1314.8497324426442,1329.9704003867332,1341.3052247914873,1348.6955317595978,1360.578732406742,1370.1228938683516,1374.6777281503626,1387.3092859485948,1393.7138247219705,1419.6975287847622,1443.095467393127,1490.1737557968545,1509.6316872227223,1533.9560193602117,1538.648556543685,1548.6563575308614,1545.765235281852,1536.4796830133275,1549.5560365437673,1564.9086789701207,1590.0745474752453,1617.473895833613,1638.3882671790832,1662.593063016314,1667.812893173487,1678.1746443765785,1688.842559445715,1681.339378842079,1667.2461962531645,1648.7350062330788,1660.30044537435,1681.9633724245302,1713.5052379636088,1733.56108247228,1748.059597726958,1767.3030615294117,1764.574860739582,1764.841084594035,1753.7620388275395,1764.0,Kennewick,Washington,53005,Benton,46.1978,-119.1732,241230,1144.9,shape,False,True,America/Los_Angeles,2,99337 99336 99338,1840018481
